Player_ID,Position,LS_Current,LS_Potential,ST_Current,ST_Potential,RS_Current,RS_Potential,LW_Current,LW_Potential,LF_Current,LF_Potential,CF_Current,CF_Potential,RF_Current,RF_Potential,RW_Current,RW_Potential,LAM_Current,LAM_Potential,CAM_Current,CAM_Potential,RAM_Current,RAM_Potential,LM_Current,LM_Potential,LCM_Current,LCM_Potential,CM_Current,CM_Potential,RCM_Current,RCM_Potential,RM_Current,RM_Potential,LWB_Current,LWB_Potential,LDM_Current,LDM_Potential,CDM_Current,CDM_Potential,RDM_Current,RDM_Potential,RWB_Current,RWB_Potential,LB_Current,LB_Potential,LCB_Current,LCB_Potential,CB_Current,CB_Potential,RCB_Current,RCB_Potential,RB_Current,RB_Potential
244904,CB,39,41,39,41,39,41,36,38,36,38,36,38,36,38,36,38,34,36,34,36,34,36,37,39,37,39,37,39,37,39,37,39,48,50,47,49,47,49,47,49,48,50,52,54,55,57,55,57,55,57,52,54
244905,LB,41,43,41,43,41,43,42,44,41,43,41,43,41,43,42,44,40,42,40,42,40,42,43,45,40,42,40,42,40,42,43,45,51,53,48,50,48,50,48,50,51,53,53,55,54,56,54,56,54,56,53,55
244906,CB,43,45,43,45,43,45,37,39,37,39,37,39,37,39,37,39,36,38,36,38,36,38,39,41,39,41,39,41,39,41,39,41,51,53,50,52,50,52,50,52,51,53,54,56,59,61,59,61,59,61,54,56
244909,ST,61,63,61,63,61,63,57,59,60,62,60,62,60,62,57,59,57,59,57,59,57,59,56,58,51,53,51,53,51,53,56,58,41,43,38,40,38,40,38,40,41,43,39,41,36,38,36,38,36,38,39,41
244912,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
244913,CDM,42,44,42,44,42,44,48,50,45,47,45,47,45,47,48,50,46,48,46,48,46,48,48,50,44,46,44,46,44,46,48,50,50,52,46,48,46,48,46,48,50,52,50,52,46,48,46,48,46,48,50,52
244914,RM,51,53,51,53,51,53,53,55,52,54,52,54,52,54,53,55,52,54,52,54,52,54,53,55,47,49,47,49,47,49,53,55,42,44,39,41,39,41,39,41,42,44,40,42,35,37,35,37,35,37,40,42
244915,CB,43,45,43,45,43,45,41,43,41,43,41,43,41,43,41,43,40,42,40,42,40,42,42,44,42,44,42,44,42,44,42,44,54,56,54,56,54,56,54,56,54,56,57,59,62,64,62,64,62,64,57,59
244916,CAM,48,50,48,50,48,50,54,56,52,54,52,54,52,54,54,56,54,56,54,56,54,56,53,55,50,52,50,52,50,52,53,55,44,46,42,44,42,44,42,44,44,46,42,44,36,38,36,38,36,38,42,44
244919,CB,39,41,39,41,39,41,37,39,38,40,38,40,38,40,37,39,38,40,38,40,38,40,39,41,42,44,42,44,42,44,39,41,51,53,51,53,51,53,51,53,51,53,53,55,56,58,56,58,56,58,53,55
244920,LM,52,54,52,54,52,54,56,58,54,56,54,56,54,56,56,58,55,57,55,57,55,57,57,59,51,53,51,53,51,53,57,59,44,46,41,43,41,43,41,43,44,46,40,42,33,35,33,35,33,35,40,42
244921,ST,58,60,58,60,58,60,54,56,57,59,57,59,57,59,54,56,54,56,54,56,54,56,51,53,47,49,47,49,47,49,51,53,37,39,34,36,34,36,34,36,37,39,35,37,32,34,32,34,32,34,35,37
244922,LB,48,50,48,50,48,50,51,53,48,50,48,50,48,50,51,53,49,51,49,51,49,51,52,54,48,50,48,50,48,50,52,54,56,58,52,54,52,54,52,54,56,58,56,58,53,55,53,55,53,55,56,58
244923,RM,58,60,58,60,58,60,61,63,61,63,61,63,61,63,61,63,61,63,61,63,61,63,60,62,57,59,57,59,57,59,60,62,47,49,47,49,47,49,47,49,47,49,44,46,40,42,40,42,40,42,44,46
244924,LB,37,39,37,39,37,39,42,44,40,42,40,42,40,42,42,44,41,43,41,43,41,43,44,46,41,43,41,43,41,43,44,46,48,50,45,47,45,47,45,47,48,50,48,50,47,49,47,49,47,49,48,50
244925,RB,39,41,39,41,39,41,44,46,41,43,41,43,41,43,44,46,42,44,42,44,42,44,45,47,41,43,41,43,41,43,45,47,50,52,46,48,46,48,46,48,50,52,50,52,49,51,49,51,49,51,50,52
244926,CM,44,46,44,46,44,46,47,49,47,49,47,49,47,49,47,49,49,51,49,51,49,51,49,51,50,52,50,52,50,52,49,51,50,52,51,53,51,53,51,53,50,52,50,52,49,51,49,51,49,51,50,52
244927,CM,44,46,44,46,44,46,46,48,46,48,46,48,46,48,46,48,48,50,48,50,48,50,48,50,50,52,50,52,50,52,48,50,51,53,52,54,52,54,52,54,51,53,51,53,52,54,52,54,52,54,51,53
244928,ST,54,56,54,56,54,56,49,51,51,53,51,53,51,53,49,51,49,51,49,51,49,51,47,49,41,43,41,43,41,43,47,49,34,36,31,33,31,33,31,33,34,36,33,35,32,34,32,34,32,34,33,35
244932,LM,53,55,53,55,53,55,55,57,54,56,54,56,54,56,55,57,54,56,54,56,54,56,55,57,50,52,50,52,50,52,55,57,45,47,42,44,42,44,42,44,45,47,43,45,37,39,37,39,37,39,43,45
244933,ST,54,56,54,56,54,56,53,55,54,56,54,56,54,56,53,55,53,55,53,55,53,55,51,53,46,48,46,48,46,48,51,53,36,38,33,35,33,35,33,35,36,38,35,37,29,31,29,31,29,31,35,37
244935,ST,65,67,65,67,65,67,60,62,62,64,62,64,62,64,60,62,59,61,59,61,59,61,59,61,56,58,56,58,56,58,59,61,51,53,51,53,51,53,51,53,51,53,51,53,53,55,53,55,53,55,51,53
244938,CB,44,46,44,46,44,46,46,48,44,46,44,46,44,46,46,48,45,47,45,47,45,47,48,50,49,51,49,51,49,51,48,50,59,61,58,60,58,60,58,60,59,61,60,62,62,64,62,64,62,64,60,62
244939,CB,38,40,38,40,38,40,39,41,36,38,36,38,36,38,39,41,36,38,36,38,36,38,41,43,38,40,38,40,38,40,41,43,51,53,47,49,47,49,47,49,51,53,52,54,52,54,52,54,52,54,52,54
244940,LB,51,53,51,53,51,53,52,54,51,53,51,53,51,53,52,54,50,52,50,52,50,52,53,55,49,51,49,51,49,51,53,55,57,59,54,56,54,56,54,56,57,59,58,60,57,59,57,59,57,59,58,60
244941,RCM,58,60,58,60,58,60,62,64,61,63,61,63,61,63,62,64,61,63,61,63,61,63,61,63,58,60,58,60,58,60,61,63,53,55,50,52,50,52,50,52,53,55,51,53,44,46,44,46,44,46,51,53
244942,ST,57,59,57,59,57,59,50,52,53,55,53,55,53,55,50,52,50,52,50,52,50,52,48,50,44,46,44,46,44,46,48,50,36,38,38,40,38,40,38,40,36,38,36,38,39,41,39,41,39,41,36,38
244943,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
244946,CDM,49,51,49,51,49,51,53,55,52,54,52,54,52,54,53,55,54,56,54,56,54,56,56,58,58,60,58,60,58,60,56,58,61,63,63,65,63,65,63,65,61,63,62,64,62,64,62,64,62,64,62,64
244947,LS,62,64,62,64,62,64,56,58,59,61,59,61,59,61,56,58,56,58,56,58,56,58,54,56,50,52,50,52,50,52,54,56,39,41,37,39,37,39,37,39,39,41,37,39,35,37,35,37,35,37,37,39
244948,CDM,51,53,51,53,51,53,52,54,52,54,52,54,52,54,52,54,54,56,54,56,54,56,55,57,58,60,58,60,58,60,55,57,62,64,64,66,64,66,64,66,62,64,63,65,64,66,64,66,64,66,63,65
244949,ST,63,65,63,65,63,65,57,59,59,61,59,61,59,61,57,59,55,57,55,57,55,57,56,58,49,51,49,51,49,51,56,58,43,45,41,43,41,43,41,43,43,45,42,44,43,45,43,45,43,45,42,44
244950,CB,43,45,43,45,43,45,43,45,43,45,43,45,43,45,43,45,45,47,45,47,45,47,45,47,48,50,48,50,48,50,45,47,56,58,58,60,58,60,58,60,56,58,58,60,62,64,62,64,62,64,58,60
244951,CM,53,55,53,55,53,55,54,56,55,57,55,57,55,57,54,56,55,57,55,57,55,57,55,57,55,57,55,57,55,57,55,57,53,55,53,55,53,55,53,55,53,55,53,55,50,52,50,52,50,52,53,55
244952,RWB,53,55,53,55,53,55,59,61,56,58,56,58,56,58,59,61,57,59,57,59,57,59,61,63,57,59,57,59,57,59,61,63,63,65,59,61,59,61,59,61,63,65,63,65,60,62,60,62,60,62,63,65
244953,CM,57,59,57,59,57,59,58,60,58,60,58,60,58,60,58,60,58,60,58,60,58,60,59,61,58,60,58,60,58,60,59,61,57,59,56,58,56,58,56,58,57,59,56,58,52,54,52,54,52,54,56,58
244954,RB,48,50,48,50,48,50,54,56,51,53,51,53,51,53,54,56,51,53,51,53,51,53,55,57,51,53,51,53,51,53,55,57,61,63,56,58,56,58,56,58,61,63,61,63,59,61,59,61,59,61,61,63
244955,LB,49,51,49,51,49,51,55,57,52,54,52,54,52,54,55,57,52,54,52,54,52,54,56,58,52,54,52,54,52,54,56,58,61,63,56,58,56,58,56,58,61,63,61,63,58,60,58,60,58,60,61,63
244956,ST,60,62,60,62,60,62,58,60,59,61,59,61,59,61,58,60,57,59,57,59,57,59,56,58,49,51,49,51,49,51,56,58,39,41,36,38,36,38,36,38,39,41,37,39,32,34,32,34,32,34,37,39
244957,LB,46,48,46,48,46,48,52,54,49,51,49,51,49,51,52,54,51,53,51,53,51,53,55,57,51,53,51,53,51,53,55,57,58,60,54,56,54,56,54,56,58,60,57,59,52,54,52,54,52,54,57,59
244958,LM,45,47,45,47,45,47,47,49,46,48,46,48,46,48,47,49,47,49,47,49,47,49,48,50,45,47,45,47,45,47,48,50,46,48,44,46,44,46,44,46,46,48,45,47,43,45,43,45,43,45,45,47
244959,CAM,45,47,45,47,45,47,47,49,47,49,47,49,47,49,47,49,48,50,48,50,48,50,48,50,47,49,47,49,47,49,48,50,43,45,44,46,44,46,44,46,43,45,43,45,41,43,41,43,41,43,43,45
244960,CM,62,64,62,64,62,64,67,69,66,68,66,68,66,68,67,69,68,70,68,70,68,70,67,69,65,67,65,67,65,67,67,69,59,61,59,61,59,61,59,61,59,61,57,59,53,55,53,55,53,55,57,59
244961,RB,38,40,38,40,38,40,43,45,40,42,40,42,40,42,43,45,40,42,40,42,40,42,44,46,40,42,40,42,40,42,44,46,48,50,44,46,44,46,44,46,48,50,49,51,47,49,47,49,47,49,49,51
244962,RB,46,48,46,48,46,48,49,51,47,49,47,49,47,49,49,51,47,49,47,49,47,49,51,53,48,50,48,50,48,50,51,53,57,59,53,55,53,55,53,55,57,59,57,59,54,56,54,56,54,56,57,59
244963,LCB,46,48,46,48,46,48,44,46,45,47,45,47,45,47,44,46,45,47,45,47,45,47,48,50,51,53,51,53,51,53,48,50,59,61,62,64,62,64,62,64,59,61,61,63,67,69,67,69,67,69,61,63
244966,CM,50,52,50,52,50,52,55,57,54,56,54,56,54,56,55,57,56,58,56,58,56,58,56,58,53,55,53,55,53,55,56,58,47,49,45,47,45,47,45,47,47,49,44,46,39,41,39,41,39,41,44,46
244967,CDM,56,58,56,58,56,58,57,59,57,59,57,59,57,59,57,59,58,60,58,60,58,60,59,61,61,63,61,63,61,63,59,61,63,65,64,66,64,66,64,66,63,65,63,65,64,66,64,66,64,66,63,65
244968,RCM,58,60,58,60,58,60,60,62,59,61,59,61,59,61,60,62,60,62,60,62,60,62,62,64,63,65,63,65,63,65,62,64,64,66,64,66,64,66,64,66,64,66,63,65,61,63,61,63,61,63,63,65
244969,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
244970,CM,51,53,51,53,51,53,55,57,55,57,55,57,55,57,55,57,57,59,57,59,57,59,55,57,54,56,54,56,54,56,55,57,48,50,49,51,49,51,49,51,48,50,47,49,44,46,44,46,44,46,47,49
244971,LW,62,64,62,64,62,64,64,66,63,65,63,65,63,65,64,66,61,63,61,63,61,63,62,64,53,55,53,55,53,55,62,64,48,50,41,43,41,43,41,43,48,50,45,47,37,39,37,39,37,39,45,47
244972,ST,62,64,62,64,62,64,58,60,60,62,60,62,60,62,58,60,58,60,58,60,58,60,56,58,51,53,51,53,51,53,56,58,41,43,39,41,39,41,39,41,41,43,39,41,37,39,37,39,37,39,39,41
244973,LCM,60,62,60,62,60,62,63,65,63,65,63,65,63,65,63,65,64,66,64,66,64,66,65,67,64,66,64,66,64,66,65,67,56,58,56,58,56,58,56,58,56,58,54,56,49,51,49,51,49,51,54,56
244974,LB,43,45,43,45,43,45,47,49,44,46,44,46,44,46,47,49,43,45,43,45,43,45,47,49,43,45,43,45,43,45,47,49,54,56,50,52,50,52,50,52,54,56,55,57,56,58,56,58,56,58,55,57
244975,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
244978,CAM,48,50,48,50,48,50,48,50,49,51,49,51,49,51,48,50,49,51,49,51,49,51,49,51,49,51,49,51,49,51,49,51,46,48,47,49,47,49,47,49,46,48,45,47,45,47,45,47,45,47,45,47
244983,RM,48,50,48,50,48,50,52,54,50,52,50,52,50,52,52,54,51,53,51,53,51,53,54,56,51,53,51,53,51,53,54,56,55,57,53,55,53,55,53,55,55,57,54,56,52,54,52,54,52,54,54,56
244984,LB,42,44,42,44,42,44,45,47,43,45,43,45,43,45,45,47,43,45,43,45,43,45,46,48,43,45,43,45,43,45,46,48,52,54,49,51,49,51,49,51,52,54,53,55,54,56,54,56,54,56,53,55
244987,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
244989,LW,57,59,57,59,57,59,60,62,59,61,59,61,59,61,60,62,60,62,60,62,60,62,61,63,57,59,57,59,57,59,61,63,51,53,49,51,49,51,49,51,51,53,49,51,43,45,43,45,43,45,49,51
244992,CDM,54,56,54,56,54,56,54,56,54,56,54,56,54,56,54,56,56,58,56,58,56,58,56,58,59,61,59,61,59,61,56,58,59,61,62,64,62,64,62,64,59,61,59,61,61,63,61,63,61,63,59,61
244993,CM,56,58,56,58,56,58,60,62,59,61,59,61,59,61,60,62,61,63,61,63,61,63,62,64,62,64,62,64,62,64,62,64,64,66,64,66,64,66,64,66,64,66,63,65,62,64,62,64,62,64,63,65
244995,CB,41,43,41,43,41,43,41,43,40,42,40,42,40,42,41,43,42,44,42,44,42,44,43,45,46,48,46,48,46,48,43,45,56,58,57,59,57,59,57,59,56,58,58,60,62,64,62,64,62,64,58,60
244996,ST,50,52,50,52,50,52,49,51,49,51,49,51,49,51,49,51,47,49,47,49,47,49,47,49,39,41,39,41,39,41,47,49,35,37,31,33,31,33,31,33,35,37,34,36,32,34,32,34,32,34,34,36
244998,CAM,54,56,54,56,54,56,61,63,60,62,60,62,60,62,61,63,61,63,61,63,61,63,60,62,55,57,55,57,55,57,60,62,47,49,44,46,44,46,44,46,47,49,44,46,38,40,38,40,38,40,44,46
244999,CB,39,41,39,41,39,41,36,38,36,38,36,38,36,38,36,38,36,38,36,38,36,38,38,40,39,41,39,41,39,41,38,40,47,49,49,51,49,51,49,51,47,49,50,52,56,58,56,58,56,58,50,52
245000,CDM,50,52,50,52,50,52,52,54,51,53,51,53,51,53,52,54,53,55,53,55,53,55,53,55,54,56,54,56,54,56,53,55,57,59,57,59,57,59,57,59,57,59,57,59,57,59,57,59,57,59,57,59
245001,ST,57,59,57,59,57,59,54,56,54,56,54,56,54,56,54,56,52,54,52,54,52,54,53,55,46,48,46,48,46,48,53,55,41,43,38,40,38,40,38,40,41,43,39,41,37,39,37,39,37,39,39,41
245002,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
245003,RCB,39,41,39,41,39,41,36,38,36,38,36,38,36,38,36,38,37,39,37,39,37,39,38,40,42,44,42,44,42,44,38,40,50,52,54,56,54,56,54,56,50,52,52,54,60,62,60,62,60,62,52,54
245004,CM,48,50,48,50,48,50,51,53,50,52,50,52,50,52,51,53,51,53,51,53,51,53,53,55,53,55,53,55,53,55,53,55,54,56,56,58,56,58,56,58,54,56,54,56,55,57,55,57,55,57,54,56
245005,RB,53,55,53,55,53,55,56,58,55,57,55,57,55,57,56,58,55,57,55,57,55,57,56,58,54,56,54,56,54,56,56,58,58,60,56,58,56,58,56,58,58,60,58,60,56,58,56,58,56,58,58,60
245007,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
245008,LB,55,57,55,57,55,57,57,59,55,57,55,57,55,57,57,59,55,57,55,57,55,57,58,60,55,57,55,57,55,57,58,60,61,63,58,60,58,60,58,60,61,63,61,63,60,62,60,62,60,62,61,63
245009,CM,56,58,56,58,56,58,61,63,59,61,59,61,59,61,61,63,61,63,61,63,61,63,62,64,62,64,62,64,62,64,62,64,60,62,60,62,60,62,60,62,60,62,59,61,56,58,56,58,56,58,59,61
245013,CAM,59,61,59,61,59,61,64,66,62,64,62,64,62,64,64,66,64,66,64,66,64,66,64,66,60,62,60,62,60,62,64,66,55,57,53,55,53,55,53,55,55,57,53,55,47,49,47,49,47,49,53,55
245014,CM,53,55,53,55,53,55,53,55,53,55,53,55,53,55,53,55,54,56,54,56,54,56,54,56,54,56,54,56,54,56,54,56,53,55,52,54,52,54,52,54,53,55,54,56,51,53,51,53,51,53,54,56
245015,ST,58,60,58,60,58,60,58,60,59,61,59,61,59,61,58,60,57,59,57,59,57,59,56,58,49,51,49,51,49,51,56,58,40,42,36,38,36,38,36,38,40,42,38,40,31,33,31,33,31,33,38,40
245016,CM,57,59,57,59,57,59,59,61,59,61,59,61,59,61,59,61,60,62,60,62,60,62,61,63,60,62,60,62,60,62,61,63,59,61,58,60,58,60,58,60,59,61,59,61,56,58,56,58,56,58,59,61
245018,CB,34,36,34,36,34,36,31,33,31,33,31,33,31,33,31,33,30,32,30,32,30,32,33,35,32,34,32,34,32,34,33,35,43,45,42,44,42,44,42,44,43,45,46,48,48,50,48,50,48,50,46,48
245019,CB,37,39,37,39,37,39,34,36,35,37,35,37,35,37,34,36,35,37,35,37,35,37,36,38,40,42,40,42,40,42,36,38,48,50,50,52,50,52,50,52,48,50,50,52,55,57,55,57,55,57,50,52
245021,CDM,57,59,57,59,57,59,54,56,56,58,56,58,56,58,54,56,57,59,57,59,57,59,56,58,62,64,62,64,62,64,56,58,64,66,69,71,69,71,69,71,64,66,65,67,71,73,71,73,71,73,65,67
245022,CB,49,51,49,51,49,51,46,48,47,49,47,49,47,49,46,48,46,48,46,48,46,48,48,50,49,51,49,51,49,51,48,50,58,60,59,61,59,61,59,61,58,60,60,62,64,66,64,66,64,66,60,62
245023,RW,63,65,63,65,63,65,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,64,66,59,61,59,61,59,61,64,66,50,52,48,50,48,50,48,50,50,52,48,50,43,45,43,45,43,45,48,50
245030,ST,63,65,63,65,63,65,57,59,60,62,60,62,60,62,57,59,58,60,58,60,58,60,56,58,53,55,53,55,53,55,56,58,40,42,40,42,40,42,40,42,40,42,39,41,38,40,38,40,38,40,39,41
245033,CAM,49,51,49,51,49,51,54,56,53,55,53,55,53,55,54,56,55,57,55,57,55,57,54,56,52,54,52,54,52,54,54,56,47,49,47,49,47,49,47,49,47,49,46,48,43,45,43,45,43,45,46,48
245035,CDM,59,61,59,61,59,61,60,62,60,62,60,62,60,62,60,62,61,63,61,63,61,63,60,62,62,64,62,64,62,64,60,62,63,65,64,66,64,66,64,66,63,65,64,66,64,66,64,66,64,66,64,66
245037,CB,47,49,47,49,47,49,47,49,47,49,47,49,47,49,47,49,48,50,48,50,48,50,49,51,51,53,51,53,51,53,49,51,55,57,58,60,58,60,58,60,55,57,56,58,61,63,61,63,61,63,56,58
245041,CB,36,38,36,38,36,38,34,36,33,35,33,35,33,35,34,36,32,34,32,34,32,34,36,38,36,38,36,38,36,38,36,38,46,48,45,47,45,47,45,47,46,48,48,50,52,54,52,54,52,54,48,50
245044,CB,33,35,33,35,33,35,31,33,31,33,31,33,31,33,31,33,30,32,30,32,30,32,33,35,32,34,32,34,32,34,33,35,43,45,42,44,42,44,42,44,43,45,46,48,49,51,49,51,49,51,46,48
245049,ST,56,58,56,58,56,58,54,56,56,58,56,58,56,58,54,56,55,57,55,57,55,57,54,56,53,55,53,55,53,55,54,56,45,47,47,49,47,49,47,49,45,47,44,46,43,45,43,45,43,45,44,46
245050,CB,35,37,35,37,35,37,31,33,31,33,31,33,31,33,31,33,30,32,30,32,30,32,33,35,32,34,32,34,32,34,33,35,41,43,40,42,40,42,40,42,41,43,44,46,47,49,47,49,47,49,44,46
245056,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
245058,LF,66,68,66,68,66,68,67,69,68,70,68,70,68,70,67,69,68,70,68,70,68,70,68,70,65,67,65,67,65,67,68,70,56,58,53,55,53,55,53,55,56,58,54,56,46,48,46,48,46,48,54,56
245060,LM,53,55,53,55,53,55,56,58,54,56,54,56,54,56,56,58,55,57,55,57,55,57,57,59,52,54,52,54,52,54,57,59,48,50,44,46,44,46,44,46,48,50,46,48,38,40,38,40,38,40,46,48
245061,CM,55,57,55,57,55,57,57,59,57,59,57,59,57,59,57,59,57,59,57,59,57,59,58,60,54,56,54,56,54,56,58,60,51,53,48,50,48,50,48,50,51,53,50,52,46,48,46,48,46,48,50,52
245062,CB,45,47,45,47,45,47,44,46,45,47,45,47,45,47,44,46,45,47,45,47,45,47,46,48,48,50,48,50,48,50,46,48,59,61,59,61,59,61,59,61,59,61,61,63,63,65,63,65,63,65,61,63
245065,LB,49,51,49,51,49,51,58,60,55,57,55,57,55,57,58,60,58,60,58,60,58,60,61,63,60,62,60,62,60,62,61,63,65,67,63,65,63,65,63,65,65,67,64,66,62,64,62,64,62,64,64,66
245067,CM,49,51,49,51,49,51,55,57,54,56,54,56,54,56,55,57,56,58,56,58,56,58,55,57,53,55,53,55,53,55,55,57,50,52,48,50,48,50,48,50,50,52,49,51,44,46,44,46,44,46,49,51
245068,ST,55,57,55,57,55,57,56,58,56,58,56,58,56,58,56,58,54,56,54,56,54,56,52,54,45,47,45,47,45,47,52,54,38,40,35,37,35,37,35,37,38,40,37,39,32,34,32,34,32,34,37,39
245069,CM,52,54,52,54,52,54,55,57,53,55,53,55,53,55,55,57,54,56,54,56,54,56,55,57,53,55,53,55,53,55,55,57,55,57,55,57,55,57,55,57,55,57,56,58,56,58,56,58,56,58,56,58
245070,CB,37,39,37,39,37,39,36,38,35,37,35,37,35,37,36,38,36,38,36,38,36,38,39,41,39,41,39,41,39,41,39,41,49,51,50,52,50,52,50,52,49,51,52,54,56,58,56,58,56,58,52,54
245071,LW,61,63,61,63,61,63,64,66,63,65,63,65,63,65,64,66,62,64,62,64,62,64,62,64,55,57,55,57,55,57,62,64,47,49,41,43,41,43,41,43,47,49,44,46,35,37,35,37,35,37,44,46
245074,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
245075,LM,45,47,45,47,45,47,51,53,47,49,47,49,47,49,51,53,48,50,48,50,48,50,52,54,46,48,46,48,46,48,52,54,55,57,50,52,50,52,50,52,55,57,55,57,52,54,52,54,52,54,55,57
245077,ST,62,64,62,64,62,64,55,57,58,60,58,60,58,60,55,57,56,58,56,58,56,58,55,57,53,55,53,55,53,55,55,57,48,50,49,51,49,51,49,51,48,50,48,50,51,53,51,53,51,53,48,50
245079,ST,61,63,61,63,61,63,60,62,61,63,61,63,61,63,60,62,59,61,59,61,59,61,58,60,51,53,51,53,51,53,58,60,42,44,38,40,38,40,38,40,42,44,39,41,33,35,33,35,33,35,39,41
245083,CAM,50,52,50,52,50,52,52,54,52,54,52,54,52,54,52,54,52,54,52,54,52,54,51,53,50,52,50,52,50,52,51,53,45,47,45,47,45,47,45,47,45,47,44,46,42,44,42,44,42,44,44,46
245084,CB,40,42,40,42,40,42,40,42,38,40,38,40,38,40,40,42,39,41,39,41,39,41,42,44,42,44,42,44,42,44,42,44,53,55,52,54,52,54,52,54,53,55,55,57,58,60,58,60,58,60,55,57
245085,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
245088,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
245089,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
245090,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
245091,RCB,49,51,49,51,49,51,46,48,46,48,46,48,46,48,46,48,45,47,45,47,45,47,47,49,48,50,48,50,48,50,47,49,57,59,57,59,57,59,57,59,57,59,60,62,64,66,64,66,64,66,60,62
245092,LB,47,49,47,49,47,49,52,54,50,52,50,52,50,52,52,54,52,54,52,54,52,54,53,55,53,55,53,55,53,55,53,55,57,59,56,58,56,58,56,58,57,59,57,59,56,58,56,58,56,58,57,59
245097,CM,50,52,50,52,50,52,54,56,54,56,54,56,54,56,54,56,56,58,56,58,56,58,55,57,54,56,54,56,54,56,55,57,49,51,49,51,49,51,49,51,49,51,49,51,45,47,45,47,45,47,49,51
245098,LCB,47,49,47,49,47,49,46,48,46,48,46,48,46,48,46,48,47,49,47,49,47,49,49,51,52,54,52,54,52,54,49,51,56,58,58,60,58,60,58,60,56,58,58,60,61,63,61,63,61,63,58,60
245099,CB,54,56,54,56,54,56,57,59,56,58,56,58,56,58,57,59,57,59,57,59,57,59,59,61,60,62,60,62,60,62,59,61,64,66,64,66,64,66,64,66,64,66,64,66,64,66,64,66,64,66,64,66
245100,CB,46,48,46,48,46,48,42,44,43,45,43,45,43,45,42,44,44,46,44,46,44,46,45,47,48,50,48,50,48,50,45,47,53,55,55,57,55,57,55,57,53,55,56,58,60,62,60,62,60,62,56,58
245101,LM,50,52,50,52,50,52,54,56,53,55,53,55,53,55,54,56,54,56,54,56,54,56,54,56,50,52,50,52,50,52,54,56,46,48,43,45,43,45,43,45,46,48,44,46,40,42,40,42,40,42,44,46
245123,CAM,53,55,53,55,53,55,50,52,53,55,53,55,53,55,50,52,50,52,50,52,50,52,49,51,46,48,46,48,46,48,49,51,40,42,39,41,39,41,39,41,40,42,39,41,38,40,38,40,38,40,39,41
245124,ST,66,68,66,68,66,68,63,65,65,67,65,67,65,67,63,65,63,65,63,65,63,65,62,64,56,58,56,58,56,58,62,64,44,46,41,43,41,43,41,43,44,46,41,43,37,39,37,39,37,39,41,43
245125,CDM,46,48,46,48,46,48,50,52,49,51,49,51,49,51,50,52,53,55,53,55,53,55,52,54,53,55,53,55,53,55,52,54,49,51,50,52,50,52,50,52,49,51,48,50,46,48,46,48,46,48,48,50
245126,LB,40,42,40,42,40,42,42,44,41,43,41,43,41,43,42,44,39,41,39,41,39,41,42,44,38,40,38,40,38,40,42,44,48,50,44,46,44,46,44,46,48,50,49,51,50,52,50,52,50,52,49,51
245127,CAM,49,51,49,51,49,51,53,55,52,54,52,54,52,54,53,55,55,57,55,57,55,57,55,57,56,58,56,58,56,58,55,57,53,55,53,55,53,55,53,55,53,55,52,54,47,49,47,49,47,49,52,54
